Domain Name,Domain Type,Agency,City,State
SANDIEGOCOUNTY.GOV,County,Non-Federal Agency,San Diego,CA
SANDOVALCOUNTYNM.GOV,County,Non-Federal Agency,Bernalillo,NM
SANPETECOUNTY-UT.GOV,County,Non-Federal Agency,Manti,UT
SANTACLARACOUNTYCA.GOV,County,Non-Federal Agency,San Jose,CA
SANTACRUZCOUNTYAZ.GOV,County,Non-Federal Agency,Nogales,AZ
SANTAFECOUNTYNM.GOV,County,Non-Federal Agency,Santa Fe,NM
SARATOGACOUNTYNY.GOV,County,Non-Federal Agency,Ballston Spa,NY
SBCOUNTY.GOV,County,Non-Federal Agency,San Bernardino,CA
SCOTTCOUNTY-TN.GOV,County,Non-Federal Agency,Huntsville,TN
SEBASTIANCOUNTYAR.GOV,County,Non-Federal Agency,Fort Smith,AR
SEQUATCHIECOUNTY-TN.GOV,County,Non-Federal Agency,Dunlap,TN
SEVIERCOUNTYTN.GOV,County,Non-Federal Agency,Sevierville,TN
SHARKEYCOUNTYMS.GOV,County,Non-Federal Agency,Rolling Fork,MS
SHELBYCOUNTYTN.GOV,County,Non-Federal Agency,Memphis,TN
SIERRACOUNTYNM.GOV,County,Non-Federal Agency,Truth or Consequences,NM
SONOMACOUNTYCA.GOV,County,Non-Federal Agency,Santa Rosa,CA
SPENCERCOUNTYKY.GOV,County,Non-Federal Agency,Taylorsville,KY
SPOTSYLVANIACOUNTY-VA.GOV,County,Non-Federal Agency,Spotsylvania,VA
SPOTSYLVANIACOUNTYVA.GOV,County,Non-Federal Agency,Spotsylvania,VA
STAFFORDCOUNTYVA.GOV,County,Non-Federal Agency,Stafford,VA
STANLYCOUNTYNC.GOV,County,Non-Federal Agency,Albemarle,NC
STARKCOUNTYND.GOV,County,Non-Federal Agency,Bismarck,ND
STARKCOUNTYOHIO.GOV,County,Non-Federal Agency,Canton,OH
STCHARLESPARISH-LA.GOV,County,Non-Federal Agency,Hahnville,LA
STCLAIRCOUNTYIL.GOV,County,Non-Federal Agency,Belleville,IL
STEARNSCOUNTYMN.GOV,County,Non-Federal Agency,Saint Cloud,MN
STEWARTCOUNTYGA.GOV,County,Non-Federal Agency,Lumpkin,GA
STLOUISCOUNTYMN.GOV,County,Non-Federal Agency,Duluth,MN
STMARYPARISHLA.GOV,County,Non-Federal Agency,FRANKLIN,LA
STOKESCOUNTYNC.GOV,County,Non-Federal Agency,Danbury,NC
STORYCOUNTYIOWA.GOV,County,Non-Federal Agency,Nevada,IA
SULLIVANCOUNTYTN.GOV,County,Non-Federal Agency,Blountville,TN
SUMTERCOUNTYFL.GOV,County,Non-Federal Agency,Bushnell,FL
SURRYCOUNTYVA.GOV,County,Non-Federal Agency,Surry,VA
SUSSEXCOUNTYDE.GOV,County,Non-Federal Agency,Georgetown,DE
SUSSEXCOUNTYVA.GOV,County,Non-Federal Agency,Sussex,VA
SWAINCOUNTYNC.GOV,County,Non-Federal Agency,Bryson City,NC
TALBOTCOUNTYMD.GOV,County,Non-Federal Agency,Easton,MD
TAMACOUNTYIOWA.GOV,County,Non-Federal Agency,Toledo,IA
TARRANTCOUNTYTX.GOV,County,Non-Federal Agency,Fort Worth,TX
TETONCOUNTYIDAHO.GOV,County,Non-Federal Agency,Driggs,ID
TEXASCOUNTYMISSOURI.GOV,County,Non-Federal Agency,Houston,MO
THAYERCOUNTYNE.GOV,County,Non-Federal Agency,Hebron,NE
THOMASCOUNTYGA.GOV,County,Non-Federal Agency,Thomasville,GA
TOMPKINSCOUNTYNY.GOV,County,Non-Federal Agency,Ithaca,NY
TOOELECOUNTYUT.GOV,County,Non-Federal Agency,Tooele,UT
TOOLECOUNTYMT.GOV,County,Non-Federal Agency,Shelby,MT
TOOMBSCOUNTYGA.GOV,County,Non-Federal Agency,Lyons,GA
TRAVISCOUNTYTX.GOV,County,Non-Federal Agency,Austin,TX
TROUSDALECOUNTYTN.GOV,County,Non-Federal Agency,Hartsville,TN
ULSTERCOUNTYNY.GOV,County,Non-Federal Agency,Kingston,NY
UNICOICOUNTYTN.GOV,County,Non-Federal Agency,Erwin,TN
UNIONCOUNTY-FL.GOV,County,Non-Federal Agency,Lake Butler,FL
UNIONCOUNTYGA.GOV,County,Non-Federal Agency,Blairsveille,GA
UNIONCOUNTYIL.GOV,County,Non-Federal Agency,Jonesboro,IL
UNIONCOUNTYIN.GOV,County,Non-Federal Agency,Liberty,IN
UNIONCOUNTYNC.GOV,County,Non-Federal Agency,Monroe,NC
UTAHCOUNTY.GOV,County,Non-Federal Agency,Provo,UT
VALLEYCOUNTYMT.GOV,County,Non-Federal Agency,Glasgow,MT
VANBURENCOUNTYIA.GOV,County,Non-Federal Agency,Keosauqua,IA
WARRENCOUNTYNC.GOV,County,Non-Federal Agency,Warrenton,NC
WARRENCOUNTYNY.GOV,County,Non-Federal Agency,Lake George,NY
WARRENCOUNTYTN.GOV,County,Non-Federal Agency,McMinnville,TN
WARRICKCOUNTY.GOV,County,Non-Federal Agency,Boonville,IN
WASHINGTONCOUNTYGA.GOV,County,Non-Federal Agency,Sandersville,GA
WAYNECOUNTYPA.GOV,County,Non-Federal Agency,Honesdale,PA
WEAKLEYCOUNTYTN.GOV,County,Non-Federal Agency,Dresden,TN
WEBSTERCOUNTYMO.GOV,County,Non-Federal Agency,Marshfield,MO
WESTFELICIANAPARISH-LA.GOV,County,Non-Federal Agency,St. Francisville,LA
WHITECOUNTYGA.GOV,County,Non-Federal Agency,Cleveland,GA
WHITECOUNTYTN.GOV,County,Non-Federal Agency,Sparta,TN
WHITEPINECOUNTYNV.GOV,County,Non-Federal Agency,Ely,NV
WILLCOUNTY-IL.GOV,County,Non-Federal Agency,Joliet,IL
WILLIAMSONCOUNTY-TN.GOV,County,Non-Federal Agency,Franklin,TN
WILLIAMSONCOUNTYIL.GOV,County,Non-Federal Agency,Marion,IL
WINNEBAGOCOUNTYIOWA.GOV,County,Non-Federal Agency,Forest City,IA
WORCESTERCOUNTYMD.GOV,County,Non-Federal Agency,Snow Hill,MD
YANCEYCOUNTYNC.GOV,County,Non-Federal Agency,Burnsville,NC
YAZOOCOUNTYMS.GOV,County,Non-Federal Agency,Yazoo City,MS
YCSOAZ.GOV,County,Non-Federal Agency,Prescott,AZ
YORKCOUNTY.GOV,County,Non-Federal Agency,Yorktown,VA
YORKCOUNTYME.GOV,County,Non-Federal Agency,Alfred,ME
YORKCOUNTYPA.GOV,County,Non-Federal Agency,York,PA
YUMACOUNTYARIZONA.GOV,County,Non-Federal Agency,Yuma,AZ
YUMACOUNTYAZ.GOV,County,Non-Federal Agency,Yuma,AZ
