Domain Name,Domain Type,Agency,City,State,Status
DELAWARE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,ACTIVE
DELAWAREINSURANCE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,ACTIVE
DELDOT.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,ACTIVE
DEVAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
DIGITALARIZONA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
DIGITALAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
DMG.GOV,State/Local Govt,Non-Federal Agency,Barstow,CA,ACTIVE
DNSSECOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
DNSTESTOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
DOJMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE
DOSEOFREALITYWI.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
DOUBLECHECKIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
DRACUTMA.GOV,State/Local Govt,Non-Federal Agency,Dracut,MA,ACTIVE
DRIVENC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE
DUDLEYMA.GOV,State/Local Govt,Non-Federal Agency,Dudley,MA,ACTIVE
DWGPA.GOV,State/Local Govt,Non-Federal Agency,Delaware Water Gap,PA,ACTIVE
EASTHAM-MA.GOV,State/Local Govt,Non-Federal Agency,Eastham,MA,ACTIVE
EASTVALLEYFUSIONCENTERAZ.GOV,State/Local Govt,Non-Federal Agency,Mesa,AZ,ACTIVE
EDGEWOODKY.GOV,State/Local Govt,Non-Federal Agency,Edgewood,KY,ACTIVE
EDUCATEIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
EFILETEXAS.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
EGREMONT-MA.GOV,State/Local Govt,Non-Federal Agency,Egremont,MA,ACTIVE
EHAWAII.GOV,State/Local Govt,Non-Federal Agency,Honolulu,HI,ACTIVE
EISGATEWAYPACIFICWA.GOV,State/Local Govt,Non-Federal Agency,Lacey,WA,ACTIVE
ELEARNINGNC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE
ELIZABETHTOWNKY.GOV,State/Local Govt,Non-Federal Agency,Elizabethtown,KY,ACTIVE
EVFCAZ.GOV,State/Local Govt,Non-Federal Agency,Mesa,AZ,ACTIVE
EVFUSIONCENTERAZ.GOV,State/Local Govt,Non-Federal Agency,Mesa,AZ,ACTIVE
EWYOMING.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
EXPLOREMAINE.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
FAIRHAVEN-MA.GOV,State/Local Govt,Non-Federal Agency,Fairhaven,MA,ACTIVE
FAMILYRESOURCEAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
FAYETTECOUNTYGA.GOV,State/Local Govt,Non-Federal Agency,Fayetteville,GA,ACTIVE
FAYETTEVILLE-GA.GOV,State/Local Govt,Non-Federal Agency,Fayetteville,GA,ACTIVE
FILELOCAL-WA.GOV,State/Local Govt,Non-Federal Agency,Seattle,WA,ACTIVE
FIRSTNETME.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
FIRSTTHINGSFIRSTAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
FL.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLBOARDOFMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLCENSUS.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLCOURTS1.GOV,State/Local Govt,Non-Federal Agency,Pensacola,FL,ACTIVE
FLCRC.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLDOI.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLDOT.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLHEALTH.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLHEALTHCOMPLAINT.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLHEALTHSOURCE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLHISTORICCAPITOL.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLHOUSE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLHSMV.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLLEG.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLLEGISLATIVEMAILINGS.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDA.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDAABUSEHOTLINE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDAHEALTH.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDAHEALTHFINDER.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDALOBBYIST.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDANET.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDAOPC.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDAPACE.GOV,State/Local Govt,Non-Federal Agency,Kissimmee,FL,ACTIVE
FLORIDAREDISTRICTING.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDASACUPUNCTURE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASATHLETICTRAINING.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASCHIROPRACTICMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASCHOOLBUSSAFETY.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDASCLINICALLABS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASDENTISTRY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASENATE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDASHEALTH.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDASHEARINGAIDSPECIALISTS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASMASSAGETHERAPY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASMENTALHEALTHPROFESSIONS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASNURSING.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASNURSINGHOMEADMIN.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASOCCUPATIONALTHERAPY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASOPTICIANRY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASOPTOMETRY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASORTHOTISTSPROSTHETISTS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASOSTEOPATHICMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASPHARMACY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASPHYSICALTHERAPY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASPODIATRICMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASPSYCHOLOGY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASRESPIRATORYCARE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASSPEECHAUDIOLOGY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL,ACTIVE
FLORIDASUNSETREVIEWS.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLORIDASUNSHINE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLRCM.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLSENATE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLSUNSHINE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
FLWG.GOV,State/Local Govt,Non-Federal Agency,Opa Locka,FL,ACTIVE
FOIA-DC.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,ACTIVE
FOIAXPRESS-DC.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,ACTIVE
FORTLAUDERDALE.GOV,State/Local Govt,Non-Federal Agency,Fort Lauderdale,FL,ACTIVE
FRAMES.GOV,State/Local Govt,Non-Federal Agency,Moscow,ID,ACTIVE
FREEPORTFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Freeport,FL,ACTIVE
FUTUREREADYIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
GA.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
GACOURTS.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
GADOL.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
GAITHERSBURGMD.GOV,State/Local Govt,Non-Federal Agency,Gaithersburg,MD,ACTIVE
GAPROBATE.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
GARDNER-MA.GOV,State/Local Govt,Non-Federal Agency,GARDNER,MA,ACTIVE
GATREES.GOV,State/Local Govt,Non-Federal Agency,Dry Branch,GA,ACTIVE
GEARUPIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
GEARUPTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
GEORGETOWNMA.GOV,State/Local Govt,Non-Federal Agency,Georgetown,MA,ACTIVE
GEORGIA.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
GEORGIACOURTS.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
GEORGIAHEALTHINFO.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
GETCOVEREDILLINOIS.GOV,State/Local Govt,Non-Federal Agency,Chicago,IL,ACTIVE
GETKANSASBENEFITS.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
GETREADYHAWAII.GOV,State/Local Govt,Non-Federal Agency,Honolulu,HI,ACTIVE
GETTYSBURGPA.GOV,State/Local Govt,Non-Federal Agency,Gettysburg,PA,ACTIVE
GIS10SERVICEMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE
GISSERVICEMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE
GISTESTSERVICEMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE
GLYNNCOUNTY-GA.GOV,State/Local Govt,Non-Federal Agency,Brunswick,GA,ACTIVE
GOLFMANOROH.GOV,State/Local Govt,Non-Federal Agency,Golf Manor,OH,ACTIVE
GOVOTEVERMONT.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
GRAFTONTWP-OH.GOV,State/Local Govt,Non-Federal Agency,Grafton Township,OH,ACTIVE
GREATIOWATREASUREHUNT.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
GRFDAZ.GOV,State/Local Govt,Non-Federal Agency,Tucson,AZ,ACTIVE
GRINNELLIOWA.GOV,State/Local Govt,Non-Federal Agency,Grinnell,IA,ACTIVE
GUAM.GOV,State/Local Govt,Non-Federal Agency,Agana,GU,ACTIVE
HAMILTONMA.GOV,State/Local Govt,Non-Federal Agency,So. Hamilton,MA,ACTIVE
HARFORDCOUNTYMD.GOV,State/Local Govt,Non-Federal Agency,Bel Air,MD,ACTIVE
HAWAII.GOV,State/Local Govt,Non-Federal Agency,Honolulu,HI,ACTIVE
HEALTH-E-ARIZONA-PLUS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
HEALTH-E-ARIZONAPLUS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
HEALTHCAREHELPMASS.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE
HEALTHEARIZONA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
HEALTHEARIZONAPLUS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
HEALTHVERMONT.GOV,State/Local Govt,Non-Federal Agency,Burlington,VT,ACTIVE
HEALTHYIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
HEALTHYSD.GOV,State/Local Govt,Non-Federal Agency,Pierre,SD,ACTIVE
HEALTHYTEETHAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
HI.GOV,State/Local Govt,Non-Federal Agency,Honolulu,HI,ACTIVE
HIJOSSALUDABLESOREGON.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
HINSDALEMA.GOV,State/Local Govt,Non-Federal Agency,Hinsdale,MA,ACTIVE
HIREACOLORADOVET.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,ACTIVE
HOMEAGAINNEVADA.GOV,State/Local Govt,Non-Federal Agency,Las Vegas,NV,ACTIVE
HOMEBASEIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
HOMEMEANSNEVADA.GOV,State/Local Govt,Non-Federal Agency,Las Vegas,NV,ACTIVE
HONOLULU.GOV,State/Local Govt,Non-Federal Agency,Honolulu,HI,ACTIVE
IA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IAABATEDOC.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IAHEALTHLINK.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IASHP.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IASIMPLEABATE.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IAVOTERS.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
ID.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
IDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
IDAHOBYWAYS.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
IDAHOPREPARES.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
IDAHOVOTES.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
IDAHOWORKS.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
IHAVEAPLANIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IJOBSIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IL.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILATTORNEYGENERAL.GOV,State/Local Govt,Non-Federal Agency,Chicago,IL,ACTIVE
ILGA.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILLINOIS-HISTORY.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILLINOIS.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILLINOISATTORNEYGENERAL.GOV,State/Local Govt,Non-Federal Agency,Chicago,IL,ACTIVE
ILLINOISCOMPTROLLER.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILLINOISCOURTS.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILLINOISHISTORY.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILLINOISRETIREMENT.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILLINOISTREASURER.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
ILSOS.GOV,State/Local Govt,Non-Federal Agency,Springfield,IL,ACTIVE
IN.GOV,State/Local Govt,Non-Federal Agency,Indianapolis,IN,ACTIVE
INCOURTS.GOV,State/Local Govt,Non-Federal Agency,Indianapolis,IN,ACTIVE
INDIANA.GOV,State/Local Govt,Non-Federal Agency,Indianapolis,IN,ACTIVE
INDIANAMOTORSPORTS.GOV,State/Local Govt,Non-Federal Agency,Indianapolis,IN,ACTIVE
INDIANAUNCLAIMED.GOV,State/Local Govt,Non-Federal Agency,Indianapolis,IN,ACTIVE
INNOCENCECOMMISSION-NC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE
INTEGRATEAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
INVESTINIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAAGING.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAAGRICULTURE.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAATTORNEYGENERAL.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWACHILDSUPPORT.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWACLEANAIR.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWACOLLEGEAID.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWACOLLEGEAIDDATACENTER.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWACORE.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWACOURTS.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWACULTURE.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWADIVISIONOFLABOR.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWADNR.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWADOT.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAELECTRICAL.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAELEVATORS.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAFINANCEAUTHORITY.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAFINANCIALAIDAPPLICATION.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAFORMS.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAFRAUDFIGHTERS.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAGRANTS.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAGREATPLACES.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAJNC.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAJQC.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWALIFT.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWALMI.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAMORTGAGEHELP.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWANEXT.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAOSHA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAPIB.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAPMA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWASMOKEFREEAIR.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWASTEM.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWATAXANDTAGS.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWATEST.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWATITLEGUARANTY.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWATREASURER.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAWDB.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAWORKCOMP.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAWORKFORCE.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
IOWAWORKFORCEDEVELOPMENT.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
JASPERINDIANA.GOV,State/Local Govt,Non-Federal Agency,Jasper,IN,ACTIVE
JOBS4TN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
JOBSFORTN.GOV,State/Local Govt,Non-Federal Agency,38401,TN,ACTIVE
JUDNJ.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE
KANSAS.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KANSASEMPLOYER.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KANSASMONEY.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KANSASREADY.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KANSASTAG.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KDHEKS.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KENTUCKY.GOV,State/Local Govt,Non-Federal Agency,Frankfort,KY,ACTIVE
KIDCENTRALTENNESSEE.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
KIDCENTRALTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
KPL.GOV,State/Local Govt,Non-Federal Agency,KALAMAZOO,MI,ACTIVE
KS.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KSCAREERNAV.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KSDA.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KSHOUSINGCORP.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KSREADY.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
KY.GOV,State/Local Govt,Non-Federal Agency,Frankfort,KY,ACTIVE
LA.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
LAFASTSTART.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
LAFAYETTELA.GOV,State/Local Govt,Non-Federal Agency,Lafayette,LA,ACTIVE
LAJUDICIAL.GOV,State/Local Govt,Non-Federal Agency,New Orleans,LA,ACTIVE
LAKECOUNTYFL.GOV,State/Local Govt,Non-Federal Agency,Tavares,FL,ACTIVE
LAKEPARK-FL.GOV,State/Local Govt,Non-Federal Agency,Lake Park,FL,ACTIVE
LAKEPARKFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Lake Park,FL,ACTIVE
LAMOINE-ME.GOV,State/Local Govt,Non-Federal Agency,Lamoine,ME,ACTIVE
LEADERSHIPAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
LEGMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE
LEXINGTON-MA.GOV,State/Local Govt,Non-Federal Agency,Lexington,MA,ACTIVE
LEXINGTONMA.GOV,State/Local Govt,Non-Federal Agency,Lexington,MA,ACTIVE
LGADMI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE
LGO-VI.GOV,State/Local Govt,Non-Federal Agency,St. Thomas,VI,ACTIVE
LICENSEDINIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
LISTOVIRGINIA.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
LIVEHEALTHYNEVADA.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE
LOUISIANA.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
LOUISIANAENTERTAINMENT.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
LOUISIANAFASTSTART.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
LOUISIANAMAP.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
LOUISIANAMUSIC.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
LOWELLMA.GOV,State/Local Govt,Non-Federal Agency,Lowell,MA,ACTIVE
LOXAHATCHEEGROVESFL.GOV,State/Local Govt,Non-Federal Agency,Loxahatchee Groves,FL,ACTIVE
MA.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE
MAHOUSE.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE
MAINE.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
MAINEDOT.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
MAINEFLU.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
MAINEFORESTSERVICE.GOV,State/Local Govt,Non-Federal Agency,AUGUSTA,ME,ACTIVE
MAINEPUBLICHEALTH.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
MAINEQUALITYFORUM.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
MAINESERVICECOMMISSION.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
MAJURY.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE
MAKINGCOLORADO.GOV,State/Local Govt,Non-Federal Agency,Boulder,CO,ACTIVE
MALEGISLATURE.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE
MAPWV.GOV,State/Local Govt,Non-Federal Agency,Morgantown,WV,ACTIVE
MARIETTAGA.GOV,State/Local Govt,Non-Federal Agency,Marietta,GA,ACTIVE
MARIETTAGEORGIA.GOV,State/Local Govt,Non-Federal Agency,Marietta,GA,ACTIVE
MARSHFIELD-MA.GOV,State/Local Govt,Non-Federal Agency,Marshfield,MA,ACTIVE
MARYLAND.GOV,State/Local Govt,Non-Federal Agency,Annapolis,MD,ACTIVE
MARYLANDCOURTS.GOV,State/Local Govt,Non-Federal Agency,Annapolis,MD,ACTIVE
MARYLANDHEALTHCONNECTION.GOV,State/Local Govt,Non-Federal Agency,Baltimore,MD,ACTIVE
