Domain Name,Domain Type,Agency,City,State
CITYOFPLATTSBURGH-NY.GOV,City,Non-Federal Agency,Plattsburgh,NY
CITYOFPLEASANTONCA.GOV,City,Non-Federal Agency,Pleasanton,CA
CITYOFPOCOMOKEMD.GOV,City,Non-Federal Agency,Pocomoke City,MD
CITYOFPORTLANDTN.GOV,City,Non-Federal Agency,Portland,TN
CITYOFREDMOND.GOV,City,Non-Federal Agency,Redmond,WA
CITYOFROCKHILLSC.GOV,City,Non-Federal Agency,Rock Hill,SC
CITYOFROCKPORT-IN.GOV,City,Non-Federal Agency,Rockport,IN
CITYOFSAFFORDAZ.GOV,City,Non-Federal Agency,Safford,AZ
CITYOFSALEMNJ.GOV,City,Non-Federal Agency,Salem,NJ
CITYOFSANTEECA.GOV,City,Non-Federal Agency,Santee,CA
CITYOFSPARTANBURG-SC.GOV,City,Non-Federal Agency,Spartanburg,SC
CITYOFSTOCKBRIDGE-GA.GOV,City,Non-Federal Agency,Stockbridge,GA
CITYOFSUGAR-LANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX
CITYOFSUGARLAND-TX.GOV,City,Non-Federal Agency,Sugar Land,TX
CITYOFSUGARLANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX
CITYOFTITUSVILLEPA.GOV,City,Non-Federal Agency,Titusville,PA
CITYOFTORRANCECA.GOV,City,Non-Federal Agency,Torrance,CA
CITYOFTUKWILA-WA.GOV,City,Non-Federal Agency,Tukwila,WA
CITYOFTYLER-TX.GOV,City,Non-Federal Agency,Tyler,TX
CITYOFTYLERTX.GOV,City,Non-Federal Agency,Tyler,TX
CITYOFWASHINGTONGA.GOV,City,Non-Federal Agency,Washington,GA
CITYOFWEATHERBYLAKE-MO.GOV,City,Non-Federal Agency,Weatherby Lake,MO
CITYOFWESTONLAKES-TX.GOV,City,Non-Federal Agency,Fulshear,TX
CITYOFWEYAUWEGA-WI.GOV,City,Non-Federal Agency,Weyauwega,WI
CITYOFWHEATON-IL.GOV,City,Non-Federal Agency,Wheaton,IL
CITYOFWORLANDWY.GOV,City,Non-Federal Agency,Worland,WY
CITYOFYUKONOK.GOV,City,Non-Federal Agency,Yukon,OK
CLAIRTON-PA.GOV,City,Non-Federal Agency,Clairton,PA
CLARKSTONGA.GOV,City,Non-Federal Agency,Clarkston,GA
CLAYTONMO.GOV,City,Non-Federal Agency,Clayton,MO
CLEARLAKE-WI.GOV,City,Non-Federal Agency,Clear Lake,WI
CLEARLAKESHORES-TX.GOV,City,Non-Federal Agency,Clear Lake Shores,TX
CLERMONTFL.GOV,City,Non-Federal Agency,Clermont,FM
CLEVELAND-OH.GOV,City,Non-Federal Agency,Cleveland,OH
CLEVELANDTN.GOV,City,Non-Federal Agency,Cleveland,TN
CLEWISTON-FL.GOV,City,Non-Federal Agency,Clewiston,FL
CLIFFSIDEPARKNJ.GOV,City,Non-Federal Agency,Cliffside Park,NJ
CLIFTONFORGEVA.GOV,City,Non-Federal Agency,Clifton Forge,VA
CLINTONMA.GOV,City,Non-Federal Agency,Clinton,MA
CLINTONNJ.GOV,City,Non-Federal Agency,New Jersey,NJ
CLINTONOK.GOV,City,Non-Federal Agency,Clinton,OK
CMSDCA.GOV,City,Non-Federal Agency,Costa Mesa,CA
COALRUNKY.GOV,City,Non-Federal Agency,Pikeville,KY
COLCHESTERCT.GOV,City,Non-Federal Agency,Colchester,CT
COLCHESTERVT.GOV,City,Non-Federal Agency,Colchester,VT
COLDSPRINGKY.GOV,City,Non-Federal Agency,COLD SPRING,KY
COLDSPRINGNY.GOV,City,Non-Federal Agency,Cold Spring ,NY
COLFAX-CA.GOV,City,Non-Federal Agency,Colfax,CA
COLLEGEPARKMD.GOV,City,Non-Federal Agency,College Park,MD
COLLEGEVILLE-PA.GOV,City,Non-Federal Agency,Collegeville,PA
COLLIERVILLETN.GOV,City,Non-Federal Agency,Collierville,TN
COLLINCOUNTYTEXAS.GOV,City,Non-Federal Agency,Mckinney,TX
COLLINCOUNTYTX.GOV,City,Non-Federal Agency,McKinney,TX
COLONIALHEIGHTSVA.GOV,City,Non-Federal Agency,Colonial Heights,VA
COLONIE-NY.GOV,City,Non-Federal Agency,Newtonville,NY
COLORADOSPRINGS.GOV,City,Non-Federal Agency,Colorado Springs,CO
COLRAIN-MA.GOV,City,Non-Federal Agency,Colrain,MA
COLUMBIANAOHIO.GOV,City,Non-Federal Agency,Columbiana,OH
COLUMBIATN.GOV,City,Non-Federal Agency,Columbia,TN
COLUMBIATWP-OH.GOV,City,Non-Federal Agency,Columbia Station,OH
COLUMBUS.GOV,City,Non-Federal Agency,Columbus,OH
COLUMBUSOH.GOV,City,Non-Federal Agency,Columbus,OH
COLUMBUSOHIO.GOV,City,Non-Federal Agency,Columbus,OH
COMMERCIALPOINTOHIO.GOV,City,Non-Federal Agency,Commercial Point,OH
CONCORDMA.GOV,City,Non-Federal Agency,Concord,MA
CONCORDNC.GOV,City,Non-Federal Agency,Concord,NC
CONCORDNH.GOV,City,Non-Federal Agency,Concord,NH
CONCRETEWA.GOV,City,Non-Federal Agency,Concrete,WA
CONNEAUTOHIO.GOV,City,Non-Federal Agency,Conneaut,OH
CONNERSVILLEIN.GOV,City,Non-Federal Agency,Connersville,IN
CONOVERNC.GOV,City,Non-Federal Agency,Conover,NC
CONYERSGA.GOV,City,Non-Federal Agency,Conyers,GA
COOKEVILLE-TN.GOV,City,Non-Federal Agency,Cookeville,TN
COONRAPIDSMN.GOV,City,Non-Federal Agency,Coon Rapids,MN
COPPELLTX.GOV,City,Non-Federal Agency,Coppell,TX
COPPERASCOVETX.GOV,City,Non-Federal Agency,Copperas Cove,TX
COR.GOV,City,Non-Federal Agency,Richardson,TX
CORALGABLES-FL.GOV,City,Non-Federal Agency,Coral Gables,FL
CORALGABLESFL.GOV,City,Non-Federal Agency,Coral Gables,FL
CORBIN-KY.GOV,City,Non-Federal Agency,Corbin,KY
CORNINGAR.GOV,City,Non-Federal Agency,Corning,AR
CORNWALLNY.GOV,City,Non-Federal Agency,Cornwall,NY
CORPUSCHRISTI-TX.GOV,City,Non-Federal Agency,Corpus Christi,TX
CORRALESNM.GOV,City,Non-Federal Agency,Corales,NM
CORRYPA.GOV,City,Non-Federal Agency,Corry,PA
CORVALLISOREGON.GOV,City,Non-Federal Agency,Corvallis,OR
CORYDON-IN.GOV,City,Non-Federal Agency,Corydon,IN
COSPRINGS.GOV,City,Non-Federal Agency,Colorado Springs,CO
COSTAMESACA.GOV,City,Non-Federal Agency,Costa Mesa,CA
COTTAGECITYMD.GOV,City,Non-Federal Agency,Cottage City,MD
COTTONWOODAZ.GOV,City,Non-Federal Agency,Cottonwood,AZ
COUNTRYSIDE-IL.GOV,City,Non-Federal Agency,Countryside,IL
COVINACA.GOV,City,Non-Federal Agency,Covina,CA
COVINGTON-OH.GOV,City,Non-Federal Agency,COVINGTON ,OH
COVINGTONKY.GOV,City,Non-Federal Agency,Covington,KY
COVINGTONWA.GOV,City,Non-Federal Agency,Covington,WA
CRANBERRYISLES-ME.GOV,City,Non-Federal Agency,Islesford,ME
CRAWFORDSVILLE-IN.GOV,City,Non-Federal Agency,Crawfordsville,IN
CREDITRIVER-MN.GOV,City,Non-Federal Agency,Prior Lake,MN
CRESTONIOWA.GOV,City,Non-Federal Agency,Creston,IA
CRETE-NE.GOV,City,Non-Federal Agency,Crete,NE
CROSSROADSTX.GOV,City,Non-Federal Agency,Crossroads,TX
CROSSVILLETN.GOV,City,Non-Federal Agency,Crossville,TN
CROTONONHUDSON-NY.GOV,City,Non-Federal Agency,Croton-On-Hudson,NY
CUBAASSESSORIL.GOV,City,Non-Federal Agency,Barrington,IL
CUBATWPIL.GOV,City,Non-Federal Agency,Barrington,IL
CUDAHY-WI.GOV,City,Non-Federal Agency,Cudahy,WI
CULPEPERVA.GOV,City,Non-Federal Agency,Culpeper,VA
CUMBERLANDMD.GOV,City,Non-Federal Agency,Cumberland,MD
CUMMINGTON-MA.GOV,City,Non-Federal Agency,Cummington,MA
CUTLERBAY-FL.GOV,City,Non-Federal Agency,Cutler Bay,FL
DACULAGA.GOV,City,Non-Federal Agency,Dacula,GA
DAHLONEGA-GA.GOV,City,Non-Federal Agency,Dahlonega,GA
DALHARTTX.GOV,City,Non-Federal Agency,Dalhart,TX
DALLAS-GA.GOV,City,Non-Federal Agency,Dallas,GA
DALLASOR.GOV,City,Non-Federal Agency,Dallas,OR
DALLASOREGON.GOV,City,Non-Federal Agency,Dallas,OR
DALTON-MA.GOV,City,Non-Federal Agency,Dalton,MA
DAMASCUSOREGON.GOV,City,Non-Federal Agency,Damascus,OR
DANBURY-CT.GOV,City,Non-Federal Agency,Danbury,CT
DANDRIDGETN.GOV,City,Non-Federal Agency,Dandridge,TN
DANIABEACHFL.GOV,City,Non-Federal Agency,DANIA BEACH,FL
DANVILLEVA.GOV,City,Non-Federal Agency,Danville,VA
DARIENIL.GOV,City,Non-Federal Agency,Darien,IL
DAUGHERTYTOWNSHIP-PA.GOV,City,Non-Federal Agency,New Brighton,PA
DAVIE-FL.GOV,City,Non-Federal Agency,Davie,FL
DAWSONVILLE-GA.GOV,City,Non-Federal Agency,Dawsonville,GA
DAYTON-ME.GOV,City,Non-Federal Agency,Dayton,ME
DAYTONOHIO.GOV,City,Non-Federal Agency,Dayton,OH
DECATURIL.GOV,City,Non-Federal Agency,Decatur,IL
DECATURILLINOIS.GOV,City,Non-Federal Agency,Decatur,IL
DEDHAM-MA.GOV,City,Non-Federal Agency,Dedham,MA
DEERFIELDMICHIGAN.GOV,City,Non-Federal Agency,Deerfield,MI
DEERPARK-OH.GOV,City,Non-Federal Agency,Deer Park,OH
DEERPARKTX.GOV,City,Non-Federal Agency,Deer Park,TX
DEKORRA-WI.GOV,City,Non-Federal Agency,Poynette,WI
DELAWARETOWNSHIPPA.GOV,City,Non-Federal Agency,Dingmans Ferry,PA
DELRAYBEACHFL.GOV,City,Non-Federal Agency,Delray Beach,FL
DELTA-CO.GOV,City,Non-Federal Agency,Delta,CO
DELTAMI.GOV,City,Non-Federal Agency,Lansing,MI
DELTONAFL.GOV,City,Non-Federal Agency,Deltona,FL
DEMOPOLISAL.GOV,City,Non-Federal Agency,Demopolis,AL
DERBYCT.GOV,City,Non-Federal Agency,Derby,CT
DHAZ.GOV,City,Non-Federal Agency,Humboldt,AZ
DIAMONDBARCA.GOV,City,Non-Federal Agency,Diamond Bar,CA
DICKINSONTEXAS.GOV,City,Non-Federal Agency,Dickinson,TX
DICKSONCITY-PA.GOV,City,Non-Federal Agency,Dickson City,PA
DIGHTON-MA.GOV,City,Non-Federal Agency,Dighton,MA
DONALDOREGON.GOV,City,Non-Federal Agency,Donald,OR
DONALDSONVILLE-LA.GOV,City,Non-Federal Agency,Donaldsonville,LA
DORALPD-FL.GOV,City,Non-Federal Agency,Doral,FL
DOUGLASAZ.GOV,City,Non-Federal Agency,Douglas,AZ
DOUGLASVILLEGA.GOV,City,Non-Federal Agency,Douglasville,GA
DREW-MS.GOV,City,Non-Federal Agency,Drew,MS
DRUIDHILLSKY.GOV,City,Non-Federal Agency,Louisville,KY
DUBLIN-CA.GOV,City,Non-Federal Agency,Dublin,CA
DUBLINCA.GOV,City,Non-Federal Agency,Dublin,CA
DUBLINOHIOUSA.GOV,City,Non-Federal Agency,Dublin,OH
DUBOISPA.GOV,City,Non-Federal Agency,DuBois,PA
DULUTHMN.GOV,City,Non-Federal Agency,Duluth,MN
DUMFRIESVA.GOV,City,Non-Federal Agency,Dumfries,VA
DUMONTNJ.GOV,City,Non-Federal Agency,Dumont,NJ
DUNCANOK.GOV,City,Non-Federal Agency,Duncan,OK
DUNCANVILLETX.GOV,City,Non-Federal Agency,Duncanville,TX
DUNDEEVILLAGEMI.GOV,City,Non-Federal Agency,Dundee,MI
DUNSTABLE-MA.GOV,City,Non-Federal Agency,Dunstable,MA
DUNWOODYGA.GOV,City,Non-Federal Agency,Dunwoody,GA
DUNWOODYGEORGIA.GOV,City,Non-Federal Agency,Dunwoody,GA
DUPONTWA.GOV,City,Non-Federal Agency,DuPont,WA
DUSHOREPA.GOV,City,Non-Federal Agency,Dushore,PA
DUVALLWA.GOV,City,Non-Federal Agency,Duvall,WA
DYERSBURGTN.GOV,City,Non-Federal Agency,Dyersburg,TN
EAGARAZ.GOV,City,Non-Federal Agency,Eagar,AZ
EAGLE-WI.GOV,City,Non-Federal Agency,Eagle,WI
EAGLELAKE-TX.GOV,City,Non-Federal Agency,Eagle Lake,TX
EASTBOROUGH-KS.GOV,City,Non-Federal Agency,Eastborough,KS
EASTCOVENTRY-PA.GOV,City,Non-Federal Agency,Pottstown,PA
EASTHAMPTONCT.GOV,City,Non-Federal Agency,East Hampton,CT
EASTHAMPTONNY.GOV,City,Non-Federal Agency,Amagansett,NY
EASTHAMPTONVILLAGENY.GOV,City,Non-Federal Agency,East Hampton,NY
EASTHARTFORDCT.GOV,City,Non-Federal Agency,East Hartford,CT
EASTKINGSTONNH.GOV,City,Non-Federal Agency,East Kingston,NH
EASTLONGMEADOWMA.GOV,City,Non-Federal Agency,East Longmeadow,MA
EASTMOUNTAINTX.GOV,City,Non-Federal Agency,East Mountain,TX
EASTONCT.GOV,City,Non-Federal Agency,Easton,CT
EASTONMD.GOV,City,Non-Federal Agency,Easton,MD
EASTORANGE-NJ.GOV,City,Non-Federal Agency,East ORange,NJ
EASTPALESTINE-OH.GOV,City,Non-Federal Agency,East Palestine,OH
EASTPORT-ME.GOV,City,Non-Federal Agency,Eastport,ME
EASTRIDGETN.GOV,City,Non-Federal Agency,East Ridge,TN
EASTVALECA.GOV,City,Non-Federal Agency,Eastvale,CA
EATONVILLE-WA.GOV,City,Non-Federal Agency,Eatonville,WA
ECORSEMI.GOV,City,Non-Federal Agency,ECORSE,MI
EDDINGTONMAINE.GOV,City,Non-Federal Agency,Eddington,ME
EDENNY.GOV,City,Non-Federal Agency,Eden,NY
EDGARCOUNTY-IL.GOV,City,Non-Federal Agency,Paris,IL
EDGEWATERFL.GOV,City,Non-Federal Agency,Edgewater,FL
EDGEWOOD-FL.GOV,City,Non-Federal Agency,Edgewood,FL
EDGEWOOD-NM.GOV,City,Non-Federal Agency,Edgewood,NM
EDINAMN.GOV,City,Non-Federal Agency,Edina,MN
EDMONDS-WA.GOV,City,Non-Federal Agency,Edmonds,WA
EDMONDSWA.GOV,City,Non-Federal Agency,Edmonds,WA
EDMONSTONMD.GOV,City,Non-Federal Agency,Edmonston,MD
EHAMPTONNY.GOV,City,Non-Federal Agency,East Hampton,NY
ELKHARTLAKEWI.GOV,City,Non-Federal Agency,Elkhart Lake,WI
ELKRIVERMN.GOV,City,Non-Federal Agency,Elk River,MN
ELKTONVA.GOV,City,Non-Federal Agency,Elkton,VA
ELKTOWNSHIPNJ.GOV,City,Non-Federal Agency,Monroeville,NJ
ELLAGO-TX.GOV,City,Non-Federal Agency,El Lago,TX
ELLIJAY-GA.GOV,City,Non-Federal Agency,Ellijay,GA
ELLINGTON-CT.GOV,City,Non-Federal Agency,Ellington,CT
ELLSWORTHMAINE.GOV,City,Non-Federal Agency,Ellsworth,ME
ELMIRAGE-AZ.GOV,City,Non-Federal Agency,El Mirage,AZ
ELOYAZ.GOV,City,Non-Federal Agency,Eloy,AZ
ELPASOTEXAS.GOV,City,Non-Federal Agency,El Paso,TX
EMERALDBAY-TX.GOV,City,Non-Federal Agency,Bullard,TX
EMMITSBURGMD.GOV,City,Non-Federal Agency,Emmitsburg,MD
EMPORIA-KANSAS.GOV,City,Non-Federal Agency,Emporia,KS
ENCINITASCA.GOV,City,Non-Federal Agency,Encinitas,CA
ENCINITASCALIFORNIA.GOV,City,Non-Federal Agency,Encinitas,CA
ENNISTX.GOV,City,Non-Federal Agency,Ennis,TX
ENTERPRISEAL.GOV,City,Non-Federal Agency,Enterprise,AL
ERIECO.GOV,City,Non-Federal Agency,Erie,CO
ESPANOLANM.GOV,City,Non-Federal Agency,Espanola,NM
ESSEXCT.GOV,City,Non-Federal Agency,Essex,CT
ETON-GA.GOV,City,Non-Federal Agency,Eton,GA
EULESSTX.GOV,City,Non-Federal Agency,Euless,TX
EUREKA-MT.GOV,City,Non-Federal Agency,Eureka,MT
EUREKASPRINGSAR.GOV,City,Non-Federal Agency,Eureka Springs,AR
EVANSCOLORADO.GOV,City,Non-Federal Agency,Evans,CO
EVERETTWA.GOV,City,Non-Federal Agency,Everett,WA
EVESHAM-NJ.GOV,City,Non-Federal Agency,Marlton,NJ
EXETERNH.GOV,City,Non-Federal Agency,Exeter,NH
FABIUS-NY.GOV,City,Non-Federal Agency,Fabius,NY
FAIRFAX-VT.GOV,City,Non-Federal Agency,Fairfax,VT
FAIRFAXVA.GOV,City,Non-Federal Agency,Fairfax,VA
FAIRFIELDOH.GOV,City,Non-Federal Agency,Fairfield,OH
FAIRHOPE-AL.GOV,City,Non-Federal Agency,Fairhope,AL
FAIRMONTWV.GOV,City,Non-Federal Agency,Fairmont,WV
FAIRVIEWNC.GOV,City,Non-Federal Agency,Monroe,NC
FAIRVIEWOREGON.GOV,City,Non-Federal Agency,Fairview,OR
FALLCREEKWI.GOV,City,Non-Federal Agency,Fall Creek,WI
FALLSCHURCHCITYVA.GOV,City,Non-Federal Agency,Falls Church,VA
FALLSCHURCHVA.GOV,City,Non-Federal Agency,Falls Church,VA
FALLSCITYOREGON.GOV,City,Non-Federal Agency,Falls City,OR
FARGOND.GOV,City,Non-Federal Agency,Fargo,ND
FARMERSBRANCHTX.GOV,City,Non-Federal Agency,Farmers Branch,TX
FARMINGTON-MO.GOV,City,Non-Federal Agency,Farmington,MO
FARMINGTONHILLSMI.GOV,City,Non-Federal Agency,Farmington Hills,MI
FAYETTEVILLE-AR.GOV,City,Non-Federal Agency,Fayetteville,AR
FAYETTEVILLENC.GOV,City,Non-Federal Agency,Fayetteville,NC
FAYETTEVILLENY.GOV,City,Non-Federal Agency,Fayetteville,NY
FEDERALWAYWA.GOV,City,Non-Federal Agency,Federal Way ,WA
FERNDALEMI.GOV,City,Non-Federal Agency,Ferndale,MI
FITCHBURGMA.GOV,City,Non-Federal Agency,Fitchburg,MA
FITCHBURGWI.GOV,City,Non-Federal Agency,Fitchburg,WI
FITZWILLIAM-NH.GOV,City,Non-Federal Agency,Fitzwilliam,NH
FLAGSTAFFAZ.GOV,City,Non-Federal Agency,Flagstaff,AZ
FLORENCE-KY.GOV,City,Non-Federal Agency,Florence,KY
FLORENCE-NJ.GOV,City,Non-Federal Agency,Florence,NJ
FLORENCEAZ.GOV,City,Non-Federal Agency,Florence,AZ
FLORIDACITYFL.GOV,City,Non-Federal Agency,Florida City,FL
FORESTGROVE-OR.GOV,City,Non-Federal Agency,FOREST GROVE,OR
FORESTHEIGHTSMD.GOV,City,Non-Federal Agency,Forest Heights,MD
FORESTPARKOH.GOV,City,Non-Federal Agency,Forest Park,OH
FORESTPARKOHIO.GOV,City,Non-Federal Agency,Forest Park,OH
FORESTPARKOK.GOV,City,Non-Federal Agency,Forest Park,OK
FORTLUPTON-CO.GOV,City,Non-Federal Agency,Fort Lupton,CO
FORTLUPTONCO.GOV,City,Non-Federal Agency,Fort Lupton,CO
FORTMADISON-IA.GOV,City,Non-Federal Agency,Fort Madison,IA
FORTMILLSC.GOV,City,Non-Federal Agency,Fort Mill,SC
FORTMYERSBEACHFL.GOV,City,Non-Federal Agency,Fort Myers Beach,FL
FORTSMITHAR.GOV,City,Non-Federal Agency,Fort Smith,AR
FORTWORTH-TEXAS.GOV,City,Non-Federal Agency,Fort Worth,TX
FORTWORTH-TX.GOV,City,Non-Federal Agency,Fort Worth,TX
FORTWORTHTEXAS.GOV,City,Non-Federal Agency,Fort Worth,TX
FOSTORIAOHIO.GOV,City,Non-Federal Agency,Fostoria,OH
FOXBOROUGHMA.GOV,City,Non-Federal Agency,Foxborough,MA
FRAMINGHAMMA.GOV,City,Non-Federal Agency,Framingham,MA
FRANCESTOWN-NH.GOV,City,Non-Federal Agency,Francestown,NH
FRANKFORT-IN.GOV,City,Non-Federal Agency,Frankfort,IN
FRANKFORT-KY.GOV,City,Non-Federal Agency,Frankfort,KY
FRANKLIN-IN.GOV,City,Non-Federal Agency,FRANKLIN,IN
FRANKLIN-TN.GOV,City,Non-Federal Agency,Franklin,TN
FRANKLINPA.GOV,City,Non-Federal Agency,Franklin,PA
FRANKLINTN.GOV,City,Non-Federal Agency,Franklin,TN
FREDENBERGTWP-MN.GOV,City,Non-Federal Agency,Duluth,MN
FREDERICKCO.GOV,City,Non-Federal Agency,Frederick,CO
FREDERICKSBURGVA.GOV,City,Non-Federal Agency,Fredericksburg,VA
FREEHOLDBOROUGHNJ.GOV,City,Non-Federal Agency,Freehold,NJ
FREEPORTNY.GOV,City,Non-Federal Agency,Freeport,NY
FREETOWNMA.GOV,City,Non-Federal Agency,Assonet,MA
FREMONTNC.GOV,City,Non-Federal Agency,Fremont,NC
FREMONTNE.GOV,City,Non-Federal Agency,Fremont,NE
FRENCHSETTLEMENT-LA.GOV,City,Non-Federal Agency,French Settlement,LA
FRIDLEYMN.GOV,City,Non-Federal Agency,Fridley,MN
FRIENDSHIPHEIGHTSMD.GOV,City,Non-Federal Agency,Chevy Chase,MD
FROMBERG-MT.GOV,City,Non-Federal Agency,Fromberg,MT
FRONTROYAL-VA.GOV,City,Non-Federal Agency,Front Royal,VA
FRONTROYALVA.GOV,City,Non-Federal Agency,Front Royal,VA
FRUITPORTTOWNSHIP-MI.GOV,City,Non-Federal Agency,Fruitport,MI
FULSHEARTEXAS.GOV,City,Non-Federal Agency,Fulshear,TX
GAHANNA.GOV,City,Non-Federal Agency,Gahanna,OH
GALESBURG-IL.GOV,City,Non-Federal Agency,Galesburg,IL
GALLATIN-TN.GOV,City,Non-Federal Agency,Gallatin,TN
GALLAWAYTN.GOV,City,Non-Federal Agency,Gallaway,TN
GALLOWAYTWP-NJ.GOV,City,Non-Federal Agency,Galloway,NJ
GALLUPNM.GOV,City,Non-Federal Agency,GALLUP,NM
GALVAIL.GOV,City,Non-Federal Agency,Galva,IL
GARDENCITY-GA.GOV,City,Non-Federal Agency,Garden City,GA
GARDNERKANSAS.GOV,City,Non-Federal Agency,Gardner,KS
GARDNERVILLE-NV.GOV,City,Non-Federal Agency,Gardnerville,NV
GARLANDTX.GOV,City,Non-Federal Agency,Garland,TX
GARNERNC.GOV,City,Non-Federal Agency,Garner,NC
GARRETTPARK-MD.GOV,City,Non-Federal Agency,Garrett Park,MD
GATLINBURGTN.GOV,City,Non-Federal Agency,Gatlinburg,TN
GEORGETOWN-KENTUCKY.GOV,City,Non-Federal Agency,Georgetown,KY
GEORGETOWN-MI.GOV,City,Non-Federal Agency,Jenison,MI
GEORGETOWNKY.GOV,City,Non-Federal Agency,Georgetown,KY
GEORGETOWNTX.GOV,City,Non-Federal Agency,Georgetown,TX
GERMANTOWN-TN.GOV,City,Non-Federal Agency,Germantown,TN
GETTYSBURG-PA.GOV,City,Non-Federal Agency,Gettysburg,PA
GILLETTEWY.GOV,City,Non-Federal Agency,Gillette,WY
GIRARDKANSAS.GOV,City,Non-Federal Agency,Girard,KS
GLASTONBURY-CT.GOV,City,Non-Federal Agency,Glastonbury,CT
GLENDALE-WI.GOV,City,Non-Federal Agency,Glendale,WI
GLENDALEAZ.GOV,City,Non-Federal Agency,Glendale,AZ
GLENDALECA.GOV,City,Non-Federal Agency,Glendale,CA
GLENVIEWKY.GOV,City,Non-Federal Agency,Glenview,KY
GLENWILLOW-OH.GOV,City,Non-Federal Agency,Glenwillow,OH
GLOBEAZ.GOV,City,Non-Federal Agency,GLOBE,AZ
GLOUCESTER-MA.GOV,City,Non-Federal Agency,Gloucester,MA
GODDARDKS.GOV,City,Non-Federal Agency,Goddard,KS
GODLEYTX.GOV,City,Non-Federal Agency,Godley,TX
GOFFSTOWNNH.GOV,City,Non-Federal Agency,Goffstown,NH
GOLDBEACHOREGON.GOV,City,Non-Federal Agency,GoldBeach,OR
GOLDENVALLEYMN.GOV,City,Non-Federal Agency,Golden Valley,MN
GOLDSBORONC.GOV,City,Non-Federal Agency,Goldsboro,NC
GOODHOPEAL.GOV,City,Non-Federal Agency,Cullman,AL
GOODYEARAZ.GOV,City,Non-Federal Agency,Goodyear,AZ
GOSHEN-OH.GOV,City,Non-Federal Agency,Goshen,OH
GOSHEN-OHIO.GOV,City,Non-Federal Agency,Goshen,OH
GOSHENCT.GOV,City,Non-Federal Agency,Goshen,CT
GPSHORESMI.GOV,City,Non-Federal Agency,Grosse Pointe Shores,MI
GRAFTON-MA.GOV,City,Non-Federal Agency,Grafton,MA
GRANBY-MA.GOV,City,Non-Federal Agency,Granby,MA
GRANDTERRACE-CA.GOV,City,Non-Federal Agency,Grand Terrace,CA
GRANDVIEW-IN.GOV,City,Non-Federal Agency,Grandview,IN
GRANGERIOWA.GOV,City,Non-Federal Agency,Granger,IA
GRANITEFALLSWA.GOV,City,Non-Federal Agency,Granite Falls,WA
GRANITEQUARRYNC.GOV,City,Non-Federal Agency,Granite Quarry ,NC
GRANTFORKIL.GOV,City,Non-Federal Agency,Highland,IL
GRANTSPASSOREGON.GOV,City,Non-Federal Agency,Grants Pass,OR
GRANTSVILLEUT.GOV,City,Non-Federal Agency,Grantsville,UT
GRAPEVINETEXAS.GOV,City,Non-Federal Agency,Grapevine,TX
GRAPEVINETX.GOV,City,Non-Federal Agency,Grapevine,TX
GREECENY.GOV,City,Non-Federal Agency,Rochester,NY
GREENBAYWI.GOV,City,Non-Federal Agency,Green Bay,WI
GREENBELTMD.GOV,City,Non-Federal Agency,Greenbelt,MD
GREENCASTLEPA.GOV,City,Non-Federal Agency,Greencastle,PA
GREENEVILLETN.GOV,City,Non-Federal Agency,Greeneville,TN
GREENFIELD-MA.GOV,City,Non-Federal Agency,Greenfield,MA
GREENFIELD-NH.GOV,City,Non-Federal Agency,Greenfield,NH
GREENHOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX
GREENISLANDNY.GOV,City,Non-Federal Agency,Green Island,NY
GREENMOUNTAINFALLSCO.GOV,City,Non-Federal Agency,Green Mountain Falls,CO
GREENSBORO-GA.GOV,City,Non-Federal Agency,Greensboro,GA
GREENSBOROGA.GOV,City,Non-Federal Agency,Greensboro,GA
GREENVILLENC.GOV,City,Non-Federal Agency,Greenville,NC
GREENVILLESC.GOV,City,Non-Federal Agency,Greenville,SC
GRESHAMOREGON.GOV,City,Non-Federal Agency,Gresham,OR
GREYFOREST-TX.GOV,City,Non-Federal Agency,Grey Forest,TX
GRIMESIOWA.GOV,City,Non-Federal Agency,Grimes,IA
GROTON-CT.GOV,City,Non-Federal Agency,Groton,CT
GROTONSD.GOV,City,Non-Federal Agency,Groton,SD
GROVECITYOHIO.GOV,City,Non-Federal Agency,Grove City,OH
GROVELAND-FL.GOV,City,Non-Federal Agency,Groveland,FL
GULFBREEZEFL.GOV,City,Non-Federal Agency,Gulf Breeze,FL
GULFPORT-MS.GOV,City,Non-Federal Agency,Gulfport,MS
GULFSHORESAL.GOV,City,Non-Federal Agency,Gulf Shores,AL
GUSTAVUS-AK.GOV,City,Non-Federal Agency,Gustavus,AK
HADLEYMA.GOV,City,Non-Federal Agency,Hadley,MA
HAHIRAGA.GOV,City,Non-Federal Agency,Hahira,GA
HALLANDALEBEACHFL.GOV,City,Non-Federal Agency,hallandale beach,FL
HAMILTON-OH.GOV,City,Non-Federal Agency,Hamilton,OH
HAMPDENMAINE.GOV,City,Non-Federal Agency,Hampden,ME
HAMPSTEADMD.GOV,City,Non-Federal Agency,Hampstead,MD
HAMPTON.GOV,City,Non-Federal Agency,Hampton,VA
HAMPTONSC.GOV,City,Non-Federal Agency,Hampton,SC
HANNIBAL-MO.GOV,City,Non-Federal Agency,Hannibal,MO
